x,y,label,text
6.7360344,5.304741,7,  Have you ever played in a tournament and the location was so beautiful that you decided to come back for a vacation?  Is Lake Oconee going to be one of your new vacation spots?
5.2526226,5.3328657,5,"Maybe a chip. I think when you play some of the Teams we play in our division so much, it's probably best not to seen think about it. Using it as ray positive or a negative, just go play."
8.326799,3.8679142,3, He was -- it was his back because I saw him in the locker room it was his back.  Which probably coming from the serve.
5.958999,5.9377246,2," We have by far and away the No. 1 player from the Ladies European Tour, Gwladys Nocera.  You've won three times and you're obviously got to be fairly confident coming in."
8.857316,6.3482685,4,"  Yeah, again, we're our own worst enemy sometimes.  Our turnovers tonight really hurt us badly, unforced turnovers.  We're in a good position.  They're a very fine basketball Team and you can't make those kind of blunders against them."
7.4155297,4.743587,7,"  Well, you know, you're cooking for yourself, paying for your own school.  So you're not living high on the hog, I guess you could say."
6.304886,5.554423,5,"It means a lot.  We're lucky to have them.  They've been here for us all year, before that, too.  You look to them, can feel comfort in that, follow in their footsteps, know you're walking in the right direction."
8.277846,2.9311614,4,"  Yeah, I was just pushing.  I was hustling the car, driving as hard as I could, trying to enjoy myself.  I really enjoyed the race conditions, love driving a full race.  It's my favorite part of the weekend."
6.326187,2.4832807,4,"  One was sand wedge, and one was my fat baby, 60-degree lob-wedge.  Usually I use that one mostly around the green and in the heavy stuff.  It just came out a little strong."
5.893171,6.5271816,4," I thought that if I play my best I know that there is a possibility to win, so it wasn't a big surprise for me."
5.8616085,5.500779,2,"  Those guys do a great job.  I don't think the height is a key thing.  I think, again, we've just got to make plays."
8.034987,7.1301775,7,"The meetings will probably get longer because he won't get up and leave after he gets bored. Definitely lose some entertainment value, for sure. "
5.2973914,3.8908389,1,"So a part of our tactics are bowling according to stumps, stump to stump. That's the field we employ. But we did not hit those lengths or those lines. Yeah, it just wasn't working for us today."
8.774527,2.9771583,7," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the family that I've got in town."
8.740168,5.2498612,4, It was the same thing last week at Evian.  But I guess that's what we call experience and hopefully I will get that one day and I won't be so stressed in front of these girls.
6.3384104,4.9818425,4," No, it was very tough today because it is true, somewhere I have to beat Masur because his ranking is less than mine, and I beat Courier and everybody wait, I am winning, so it was very difficult today."
7.894308,4.930547,7," I don't know.  I hope so, but I am not working with the French Federation, so I think my coach will be very happy."
6.108346,7.214893,5,"I think the biggest thing was we went out there, and we're trying to have so much fun. And you'll sit back and review what you're doing, and you get to play the game with the people you love."
7.3454967,5.2126713,7,"My opinion really doesn't matter, so I don't normally give it.  Say what I say, so I'm not going to give my opinion."
6.3537307,3.985434,5,"Again, I think it brought us together, kind of similar to this game, like we're in this, and when we can turn it on, it's dangerous."
7.008898,3.737458,4," It is not nice.  It is not nice.  It needs to be get better, everyone wants it to be better, but I don't think we have enough power, I don't think we have right people to change it."
5.9980392,3.0992754,3," Well, I thought it was    to me, the holes played, the into the winds holes I did better on those I think because you can control your ball.  Just wherever it landed, it was going to stay."
9.140031,6.441631,4,"No, today we made mistakes in fielding and dropped some catches. That's the difference between our Team and the England Team."
5.346924,6.0977526,2," I'm not too concerned.  I don't really look around the stadium to see who's watching or how many people are there, I try to keep myself focused-- what was the question exactly?"
5.6062093,4.0493493,2,"  I'm in great shape.  I bounce back extremely well in between games.  I could play right now if we had to play right now, at a high level."
6.2031965,5.8581405,5," Yeah. I mean, it helps a lot just to look to the side and see that you have people there who are with you, and you know it gives you some strength and it makes you feel good."
7.377577,2.3154502,1," That means playing on the baseline and finishing the point with the winner, with the volley or something.  So the points will be longer than they were today.  And that will take a lot of mental concentration."
6.209755,3.7439914,4,"No, it was never like that.  Every week I felt like I could win because my practice was so good."
5.9661736,2.4365675,4," Yes.  Birdie on 4, on 4 I hit a 3-wood off the tee and I hit a 6-iron in there about 12 feet just below the hole and made that for birdie."
6.8401413,6.1928334,2,"Well, I remember him hitting against me in Spring Training. And I would expect him to be looking for a fastball after the first at-bat."
7.6351213,3.3195832,7," Alicone (ph).  His birthday is today.  Yesterday he was joking, ""You're just waiting for a good round tomorrow, it's my birthday.""  So, I'm glad.  He's been my coach for a long time."
5.8231235,3.5368106,5,"Yeah, I think it gives negative mojo to your Team if you think of how many goals you're down by.  Instead we take it, like I said earlier, play-by-play.  I think that's what got us out of that hole."
6.1970973,6.7121267,2,"It's something that I have done. It's something -- it has to be the right time situationally when you are talking about a player, whether it's your player or someone that potentially can come play for you."
7.2638,6.7731824,1," No.  I just work on everything the same for three years now with my new coach.  So the same every day, like a magician that works on his piano, so it's the same, work, work, would."
6.8488874,5.8622017,2,I think just what I expect out of him.  I know he's a goal-scorer.  He scores lots of goals every year.  But there's a lot more to his game than that.  I think that needed to come out.
5.90835,5.0108094,4," Of course.  Yeah, to beat Becker in a Grand Slam that he won before, it is just great. Nothing compares to this, for sure."
5.440969,5.441147,1," I don't think there will be an effect, because they have other players, as well.  So we can't just go in there saying, we have to play different, we're going to play the same way."
7.1830235,4.066722,5,"Yeah, it's just the game management, and you're expecting -- I'm not going to go all into it, but I have confidence, I had confidence in Kenley."
8.780371,4.8516517,4,"  Yeah, 100%.  I was not happy about that.  I was not happy.  But the bunkers are usually -- I like bunkers a lot so I just kind of went, No."
6.182081,5.2143717,5,"Yeah, you're going to see Teams doing some uncharacteristic things just because they know their season's on the line, they'll give everything they've got. We have to be patient and ready to respond to whatever they throw at us."
7.9003296,3.7315133,2," I think she is a great player and she really puts a lot in the game on the court and off the court.  I hope she is still around for quite a few more years, at least."
7.277102,2.2490487,4," It was only two feet wide.  First point he served for it.  It is a huge point, and it just pissed me off.  I had just got into it from there on."
7.009983,2.4769294,2," Well, it is best she has played for a while.  She has a tendency to do that against me. Bad luck."
6.8925753,4.3587785,7,"For sure. I had a pretty good familiarity with the National League West, not just as the manager of the Giants, but also coming to play in the National League West as the manager of the Phillies."
7.832327,3.861059,2,"Yeah, we stopped the bleeding last night and then came out and played well again today. We want to just keep it rolling."
7.1903667,6.394973,3," Yes, I did.  And they did some work on it.  They gave me some medication and so on and so on.  But not good enough."
7.471884,6.365642,1,"We knew Ohio State was going to come out aggressive in that second half, just like they normally do.  We wanted to continue to be aggressive from our part."
5.949381,3.9370534,2," The best way I can describe it is that this kind of golf suits my game.  Like for instance, at the U.S. Open, I fared okay, but I never had great finishes."
8.723191,7.0583525,4,"We can be better, period.  I thought we were good in front of them.  A couple of bad breakdowns we didn't capitalize on.  I thought we were solid in terms of the overall play, Team defense."
7.6151295,5.440358,7," Twice.  I played Tuesday, I was in the Pro Am, but before I got to here, I played Friday and Saturday, that was it."
7.6361504,2.67255,8,"So they've got to qualify now to make it.  Every now and then that's going to happen, but it seems to be happening more and more in the Ryder Cup."
5.9227595,4.0923843,7,  This golf course is beautiful.  I've never been in area so it's a really pleasant surprise.  It's just so cool seeing all the boats.  People are actually allowed to see us I guess on the boats.
4.888618,5.9728947,5,"No, we try not to worry about any of that.  We just try to go out there and do our jobs and play."
7.1033072,5.4195905,7,"I think we've come a long way, as we have really over the course of decades.  I think the league is in a bigger, better, stronger place.  That starts with the product on the ice."
6.4743943,3.3439565,7,It could be. I'm not a big room service guy. I like to go out and eat. Houston has got some pretty good restaurants that I like.
5.764596,5.020967,2," I think it is hardcourt.  I mean, even though he won his first Slam on the clay, I think hardcourt has had his best results."
7.004393,6.028454,7,I can share that I've been a fan of both players for a long time. I can share that in Philadelphia we thought about Kevin quite a bit. And we were fans then; I'm still a fan today.
7.6835394,4.954844,6,"  I mean, I'm doing everything what I can do.  It does feel better than when it happened.  But you know, we'll see.  I mean, I don't have no timetable yet."
6.512157,6.8240056,8,"  No, I've always been a guy who kind of let his game do the talking.  But when guys get to talking, I can do that, as well.  I've always tried to let my game do the talking."
6.421873,5.2959676,8," We asked for a wildcard, three, four weeks ago, maybe.  I decided to play New Haven and Schenectady and here and asked for wildcards in all three."
5.7159653,3.378773,4," You got off to a very fast start, two birdies in the first two holes, would you like to talk about that?"
7.930278,2.6409912,4," I kind of enjoyed it.  I didn't enjoy the fourth set.  Did not enjoy that at all.  I enjoyed the match.  I enjoyed the first three sets, but I'd like to go out and do that fourth set again."
7.229944,5.3864255,7,"We have it on the outside of the case packs for our own uses that we know. That's part of the recommendation, is to better develop a tracking mechanism all the way through."
5.6539044,5.4787884,4," Yeah, I think we start to play very nervous.  We didn't play so good today, but I think we have a great job in this tournament and I hope next year we are going to win the tournament."
7.688922,6.7201676,5,"I echo everything. If we look too far ahead, we get lost. Even taking it one point at a time, we're not looking too far ahead or in the past, we're just focused on the here and the now."
4.5480375,4.5154037,4,"Absolutely. That's what you call a perfect pitch right there, a pitcher's pitch. And I was able to lay it off. I thought it was a little off. I haven't seen a replay of that pitch."
6.9025393,4.243135,2,"  Yeah, probably.  They have a deeper bench, there's no question and I think that gives them more of an advantage over the other National League clubs."
8.691973,5.241686,8," I am not in her position.  I am in the other position.  I would probably continue, so, I don't know."
9.228536,6.0015106,2,"  Yeah.  I mean, that's who I am.  I know it doesn't seem like that all the time, but that's how I want to be on the court for this Team, be aggressive, take my shots, and just be myself."
6.522203,6.304119,2,"We talked about it right after that. These guys all season long, offense comes and goes, you have slumps, but when they're clicking on all cylinders, it's pretty special to watch."
7.78059,5.332366,5,I don't know the Team sentiment. We haven't really discussed it all that much. We're worried about winning a baseball game.
9.217199,6.547378,4,"Yeah, I think both Teams were pretty consistent throughout the match. Like hue said, Florida is a good Team, and not just people be consistent, but just one set was towards one Team and one set was towards the other."
8.016186,4.2049093,7,Yes. He's been to many of the events that I've done in Puerto Rico. He helped support my academy in Puerto Rico. He's a very good friend.
8.627027,3.6719427,1,"  A couple times.  She forced me into 3-wood a couple of times and it was a good move.  I wanted to hit driver and she's like, ""You can't do that."""
6.5846734,4.527915,4,"Yeah, we were actually down 3 games to 1. We won the game in Chicago and then went to Cleveland and won the next two."
5.9245424,2.3016624,3,He's good. He's been swinging. I don't think he's hit live yet. He's hit off the tee. He says he feels good. Everything is healthy.
7.6181264,5.3110538,7," I don't even know, maybe at the Bob Hope, and that's it.  Of course they have  thin air, as well.  At sea level I don't know."
5.9899964,3.488277,4," Most of the time you know it right away.  It is dramatic.  You win, you feel like you are on the top of the world and you lose and you feel like I am right now."
9.3048525,3.9521177,5,"He basically summed up everything.  It's just been an amazing three years for me.  Denver took me in as one of their own, and I can't thank them enough for doing that."
6.976983,3.2932866,2,"Those are pretty nice numbers for a middle, .484, 19 kills, eight blocks. And then got three aces, got some service. That's a pretty nice night."
7.110158,6.056623,2,Probably more.  It's his first Playoff.  He's a young guy.  We didn't know what to expect.  He's grown his game.
7.732458,3.657423,8,"Well, the three-batter minimum for me is a little cloudy, so I'm waiting to get some more clarification on it."
5.291784,4.6749578,4," I wanted to come    I knew that the back nine would be hard to play, or harder, so I really wanted to make a good start, and I got it with the birdie on 1."
7.827374,5.5312357,2,That's yet to be determined. I don't know if he played much baseball. We're going to find out just how much.
7.7870884,4.1932726,3," I had no idea.  I mean, until he said-- until he went up to the umpire's chair I had no idea he was injured."
7.872972,6.3006735,5,"We are from a cricket crazy nation, so, yeah, people are expecting from us to win, and we are going also for the win actually."
8.059914,6.6455703,6,"Just trying to get better. We've been fortunate to get to the Round of 8 the last couple years. That's kind of been our stopping point. For us, we're just eyes ahead trying to assert ourselves amongst that next group."
6.80377,5.044456,5,"It's tough having to think about different games, especially in the Playoffs.  I think we've done a good job as a group just taking games, putting them behind us when need to be, just focusing on the next one."
8.157495,2.7522395,7,We're really excited to be here in Pittsburgh. We've enjoyed our time here. Been here since Monday. It's been really cool to be able to take a look at some of this city.
7.429815,5.7227345,2,"Yeah, I don't know if I came into his first year here shooting for 150. I think days off are important for players, period, of his age specifically, and we'll do our best to get it."
7.5864453,5.399054,2," I don't know, he played okay, so good. I didn't have a lot of chances.  I was always behind.  I don't know, I think he played much better than me first two sets."
6.817199,2.977473,4,"A little bit, yeah. I think there's two different situations; one was with two outs, one was with one out. The one today I was trying to get the ball in the air and just drive in a run."
9.578433,4.986237,5,"  I'm blessed.  I'm blessed to be there.  I'm grateful.  But at the end of the day that's good and all, but I'm here trying to compete for something bigger than that."
5.5302343,5.6951785,5,"I think they're excited. I think part of the excitement is, when you hear how things are going to be adjusted or different, but the main part of my job is following through on that."
6.0117707,3.9500902,1,I think all of his meetings are pretty similar.  It always ends with  Do the obvious things right.
5.4264984,2.4205348,2,"Yeah, the innings started well and Javeria played well, and we had some more partnerships. I'm trying the best, and I tried to hit the ball and get the maximum score."
6.5482283,5.8245306,2,"Sevi is another guy that really improved his defense over the course of the year. Always a catch first, throw, bat second guy, and swung the bat well for us, especially against left-handed pitching."
7.6533136,4.926654,2," Well, if she -- it is hard to tell.  I mean, if she keeps playing as well as she does, maybe.  But you never know."
4.5132685,4.4567823,1,"For sure. Oh, yeah. Let me give you an example. I bring in Thomas Hardy to pitch the seventh inning."
8.406203,2.9028463,7,"I've got some friends up here and my parents are driving up tonight.  My brother lives in D.C., so not too far away."
7.788237,6.572272,8,Absolutely not. Absolutely not. This is just a little thing that turned into a big thing that turned into a giant thing.
5.5541053,2.776297,5,"  ""Don't lose.""  He was pretty simple about stuff like that.  The ball is in my hand and I have control of my own destiny tomorrow."
7.5836487,5.2995524,4," I don't really know, you know, what was going through his head.  He played a good game to break me.  And then, you know, just didn't convert there.  Hard to say what happened, really."
6.98794,2.6170475,6,"  We took some time off yesterday just to kind of get away from it a little bit, and we reconvened today, met, watched film, went over some stuff, practiced, got some work in, and we're all ready for tomorrow."
5.2974615,4.638509,7," Yeah, I kind of felt like you know, the crowd was for me and you know, it is a good feeling to have and to know that the crowd is there with you and supporting you."
8.085591,5.791508,2,"I agree, I think it's a great recognition for her and for her Teammates. Obviously you don't get to be a First Team All-American unless you've got some pretty quality people around you. So, yeah, I agree with you there."
5.329153,6.6874585,7,  Not very big.  We had three people living in one and two people in two other rooms.  I had a single which was about as big as this box I'm standing on right now.
6.4641194,5.873812,5,"I think he does a good job of keeping himself in the mix.  He's that type of guy that, yeah, he's around now, comes out to the skates, hangs out with the guys."
8.945027,5.31218,2, We have Karrie Webb here.  She comes into this tournament having won last week at Evian and in very good form considering she's won twice this year.
5.213355,6.4728417,7,Absolutely.  It's exceeded our expectations.  When you get down here in this weather and the hospitality of Hillsborough County and Tampa people and the Outback Bowl people has been awesome.
7.1418095,6.7679763,1,Can we talk about that after a few cocktails? (Chuckles.) There was a lot of conversation about that three-batters. We've got a lot of managers still trying to figure out how it's going to work out.
7.7690945,4.2013297,7," Ask her what she means.  I mean, hanging out for me is just being home and play tennis one day and golf the same day, maybe just take care of my family."
8.7771845,5.9012966,5,I think the future is bright for this organization. I know Jeff is not only planning to be good for two or three years; he is planning for the Team to be great for a long time.
9.491811,5.791737,5,"That's what you live for. For me, I need to get in my pregame routine right now, and that's where I'm at mentally, here we go."
5.646328,7.1099014,7," I was sleeping also.  And taking a lot of showers, because you sweating just walking on the street.  I sweat.  Taking showers; then eat spaghetti and go to bed."
6.837436,5.6688304,5,I just think it's going to be easier this year because I know the players so much and I know -- I'm familiar with a lot of guys.
7.651192,4.8421607,2," I don't think so, no.  I wasn't very happy with my game today, so I don't know.  I didn't do anything better --"
6.153327,4.3111596,7," Just have to read Brad Gilbert's book then you know everything.  You need to read his book, then you know everything."
9.326441,3.8685598,7,"Congratulations, Marcus; Yordan, thank you for coming; Yasmani Grandal, Xander, Kirby, thank you for being here. Another round of applause for the All-MLB Teams presented bu Scotts."
5.068923,6.0997624,6,I think we're going to come out tomorrow and try to apply pressure. When we play our best baseball we apply pressure.
7.25521,5.0667996,7,"Yeah, but to what extent, we didn't know to what extent. But, yeah, we were trying to take some precautions, yes."
8.187118,5.1558237,3,  I'm not going to get into all of those because I don't know all of them.  I'll just be in there at the end.  But that's the training staff and our doctor will be involved in that.
7.3140764,6.8696966,4,"Yeah. Actually, we think the first one is edge, but unfortunately, we lost the review, and the second one is out, I think, but we lost the review."
7.1392813,5.431771,1,  I don't know that Will is going to be able to help us do anything when we're sitting eighth.  That's just the way it goes.
7.0228305,7.07704,2,Am I a fan? I love it when my pitchers get three hitters out in a row. I think that's the greatest thing in the world. How do you like that answer?
7.2191863,3.9284909,4,"National championship over everything.  This is an amazing experience.  We really came out today, and I feel like we played all four quarters, and that's something we really struggled with in the playoffs."
6.161269,7.1608553,4,"If you were to use this week's current rankings, pre British Open, and apply the new 35 divisor, I believe Michelle would now be ranked seventh."
7.444709,3.9261637,2,"I think everybody needs a little bit of confidence. You can't go out there not having any. If it's your day, it's your day. You have to cash in."
8.415477,4.2212353,2,He's extremely smart. He can move the ball around. He changes speeds from 90-plus to 70 and below. That's not easy to do. That's not easy to face.
7.48106,5.8065624,2,"It's just a great group of guys and they played so well, and they were just flying all over, and that was a very good offense.  It was just a treat to be able to be with them."
6.5153728,5.9256454,5,I think it helps our players knowing that they got a chance to play here for a couple of days. They know the environment. They know the field. And I think that definitely helps them out a lot.
5.4006157,4.979757,7,"That's an inside joke. Tommy and I have spoken a lot, as much as anybody I've spoken with has been Tommy. Well, I will get to everybody."
7.2246003,5.0355673,4,"  I don't think ever in a major  -- to be in contention, I don't think we've ever been in the final group on the last day."
7.2453256,5.969591,8, You don't deserve to take my money.  I deserve to take your money because I help you do your job.
9.375015,3.9382827,7,"Jenna Gray, setter, Stanford volleyball. Not a question. But just wanted to apologize for all of the times I made fun of you over the years and just say thank you for an incredible time. So thank you very much."
8.557338,5.771467,7," It is great.  It is a great city for sure.  You can see some real life and you know, since we only playing small places, being in New York for two weeks is great."
6.00925,2.189702,2," When I first hit it, I had no idea whether it was going to go out, but once it goes out, it's a pretty special feeling.  I've never hit a walk-off home run before so it was a special experience."
9.572747,4.873849,7," That's true.  I'm always afraid I'm going to get shot because somebody thinks I'm Brad.  I need a sign on my back that says I'm Bart, don't shoot me."
9.135033,4.100209,5,It's the first time we've ever achieved that in our 27-year history.  Obviously we're excluding the time when we were the sole manufacturer.
9.501519,5.1214995,5,"I'm just looking forward to work with these kids again. That's my mindset. I'm very lucky to have the Team that I have. What's the oldest guy, Anthony Alford? He's got the most time, I think."
8.295761,4.739867,5,"Yeah.  It's like -- I mean, the goal is to get back and win it, though.  We're not satisfied with getting here.  But definitely just to get back here, we don't really accept anything less."
9.474761,5.8741307,5,  No one on this Team cares about Individual awards.  Not something that anyone needs to be concerned about.  That's the ultimate goal.  That's what we set out to do at the beginning of the year.
5.2804446,6.0353045,5,"Griff Thompson, Will Hudson and Patrick Burkinshaw are like three of my best friends on the Team.  It's a community, and it's just amazing to get to hang out with them every day."
6.9253874,3.3187368,7,"Thanks very much, Ted. If you would like to ask a question, raise your hand and wait for a microphone. We encourage you to ask questions during this availability portion."
6.8908234,3.9864283,5,"I hope so. I hope so. I'm AOK with being the underdog. Kind of been there for most of my career. I've fine with that, doesn't bother me a bit. "
8.636511,5.8652005,2,"Well, that line, when they're all together, they have great chemistry for sure.  That line will be more effective, I would assume, with Barbashev back.  He's probably our most physical player up front."
4.69884,4.67552,5,"Through text chains, different things like that.  We obviously see him when we're at home.  Chris Wagner has been on the road with us, he's been able to travel, but Kevan not so much."
7.5603766,6.40105,1,"Yeah, I think especially early on, being in their building, it's something that we can certainly do.  It's going to be effective.  It worked for us here in the series.  I expect a more physical game from both sides."
5.1590595,5.1464353,4,"  We approach every game with that mindset.  We want to be the Team that gets the first loose ball, makes the first physicality play, makes the first hustle play, all those types of things."
7.302313,3.250593,1,"  We have Batista listed on the bullpen card today, but it is strictly in an emergency situation that he would be used out there."
8.176444,3.9553373,7,  After I came into the room and I saw today I didn't know if it was me seeing him or him lying down on that bench there.
7.8527,7.1963434,7,"I found out from Alex Bregman, by the way, which is part of the story. I forget to answer the first part of your question. Go ahead."
5.8469133,6.4216633,4,I'm not too sure what really happened.  It just happened so fast.  But the officials did a tremendous job in our game.  So I trust the decision made by the officials.
5.5702605,3.759787,4, It broke left to right and at the end it came back and it was coming back right to left at the end and it ended up going in right in the middle.
7.517687,2.35365,7,"At what point does she stop becoming the transfer from Michigan? That was three years ago. She's Tiffany Clark, Wisconsin Badger."
5.5580864,3.6563096,4, It is the same.  It is fast.  Just fast.  You can't say it is two miles slower or something.  It is just fast.
5.855532,3.0128586,4,"On the 10th tee I put it in the rough but made a bogey there, but on the next hole I made a birdie, and I think that was the key hole maybe."
8.222437,5.03086,2,"I thought I did fine. I don't know, I'm just playing to win. I guess that's the key to my performance."
6.8440356,6.3470073,8,"""Don't you think you had a moral obligation to the British fans to let them see the greatest player in the world?""  No, this is not an exhibition.  This guy came on and on and on."
8.267415,4.786784,2,"Yeah, I don't know if they're really slowing him down.  I think he's getting looks.  He's just not scoring.  Rask is playing well, that's for sure, making the saves."
5.882652,6.3797727,5,"We trust our players here. You hear a lot of people like me sit up here and say that, We trust our players, and give them the opportunity."
5.4158807,3.8308349,1,"Yeah, the coaches always emphasise on bowling on the right place and right spot and right length and line and length."
7.945023,5.5768566,5,"That's a tough call. I haven't even looked at schedule yet, but I know we play good baseball, and we got to stay healthy, but I think we're better than what people think, that's for sure."
8.008528,4.4194674,7,"Something we did as an organization is we sent a group of professionals to Puerto Rico to work with him in different areas, training areas, and he was very receptive with all the information."
7.854424,4.4975824,5,"No, I'm a genuine guy, and it's really easy in this game, especially players. They see through the people that are fake or BS. I don't think that will be a problem for me."
6.707925,4.0835395,2,"Today was a much better day, yeah.  Eight birdies and felt great out there.  Nice to post a 65 up there and try and catch some of the leaders."
7.355939,4.6797137,1," I prefer to leave it a secret because I'd like it to be working for me for more and more weeks and months and years, so I am not going to tell you that.  Sorry."
5.9029546,4.9722714,4,They didn't win 106 games for nothing. They'll really good. They've got a well-balanced lineup. Their pitching is good. Their bullpen gets out. We knew this coming in.
8.529331,7.208903,2,"We're very pleased with the way he played. Obviously, the errors aren't part of the equation, but when you start looking at metrics and what he does range-wise, he's very solid. He's very solid."
9.04331,5.4139323,5,"We're happy to be back at the Final Four. Excited for our match on Thursday. Been a great year for us, and wonderful to be playing some of the best volleyball here at the end."
6.5381584,7.067136,3,"No, no. We have not. And I think it's probably something he would be open to. We have started talking about a little bit, but right now we have a focus on getting healthy and working hard at third base."
5.7806144,5.46827,2, I- wasn't- worried about the other guys in the draw.  Just concerned about my matches and what I was going to do to prepare and stay focused.  Last two weeks I did a pretty good job of that.
7.6356583,4.473159,7,"It's about seven, eight hours.  I'd skip school on Friday and go down.  I missed my fair days of school."
7.1330857,5.9217873,2," Well, sure she's a great player.  She has been at the top before, and, you know, she knows how to win and, you know, there is no question.  I think she plays -- is it Graf?"
5.3607,2.629622,1,It's just tactically just to break the momentum because she was getting bat on ball and just to slow the game down for us as well.
9.167187,4.264777,7," Yeah, first time.  Sometimes they defaulted at the beginning of the tournament, but not beginning so close to the quarterfinals or semifinals.  It is the first time."
5.980674,5.9252615,7,"  Yeah, it's actually a good influx of really good people.  It will just help on the engineering side of things.  Obviously you've got a bigger crew to pick from as far as crews."
8.853317,4.950276,7,"  I happy to be in that position.  I am not thinking about if I am surprised or not.  I am very, very happy."
8.247488,6.6844287,7,"  Interestingly enough, it's never like this day of decision.  I just kind of start working out and I see how I feel.  I wish I could give you more, and I'm not trying to be elusive."
7.398472,6.493871,2," Yeah, I mean, I worked also a lot my physical, so I know I have now maybe one of the best also."
5.246045,2.5103493,2,"No, that's where the ball went. As soon as I try to premeditate, I usually lose my wicket. So I have a saying, see ball hit ball, and that's something that I did today."
4.757407,5.357831,2,"Yeah, of course it's a worry. I think any Team worries when their senior players aren't performing. Obviously there are things that we can go back and look at, but obviously that hurts."
6.9111037,5.736185,1,"That is extremely important for us in offense.  To be as successful as we need to be, we need to have both parts of our game going, and, you know, January 3rd, we intend to have a great time."
8.071649,7.111223,1,"I'm not sure what the answer to that question is. The most direct and easiest way to answer is probably to win more baseball games, and how many more? I'm not quite sure."
4.9126463,6.0279245,7," Well, what can you do when you have a rain like that?  There is not much you can do and when you want to stick to the schedule, it is what you try to did, just hope for the best."
9.085026,4.1729994,7,I put that out of my mind a long time ago.  I could have sat in my den a lot of times and gotten mad at Trey for that ridiculous drop on Sunday.
5.0834775,4.469294,4,Do you want to go through the birdies first and then he can make some comments?  You started on 10 and you birdied 11.
7.3038797,3.7240689,6,"Doesn't look like there is one right now, but I hope there's one tomorrow. We're waiting until the last game to have it on our side."
7.687148,4.6129165,7,"  I did.  Probably had a small piece last night, too.  I have had a couple of pieces since we cut it.  Don't tell my (indiscernible)."
7.8015327,2.7555416,1,  It's been good.  We got to enjoy some experiences that we don't see happen very often; so enjoy them when they do happen.  But also prepare yourself to play a great game.
6.927488,3.1217148,2," The forehand, the backhand, I already had it.  I have a forehand and two hand backhand.  Two hand backhand and it is difficult to say, like this (Indicating) I don't know.  When she hits she let's go with one hand."
8.71162,4.2847776,7," Well, I mean, I want to thank Laura, that's quite a compliment.  I mean, it's tough for me to think in    that's such a big compliment."
7.9176655,4.1176476,2," It was a little difficult to get into the court.  But it didn't take a lot of time to do that, the problem was with my game, it was the problem where I play."
7.175288,2.2590144,3," I just came in with a bad knee and it just started getting worse.  It was a bit painful to push off.  I had no strength to push off, so I didn't see any point of playing."
7.14378,2.8217638,7," Not anymore, as long as you have the right documentation it's not too bad.  But I didn't want to put her through that.  She's not quite a year old yet, so I didn't fancy that."
8.531866,6.3026366,6,"""Them"" being Stanford? Well, they're good. They were good then, and they're good now. We know we've got our work cut out for us. Very talented Team. Well coached, and we expect it to be a battle."
6.3167267,5.1012287,8,"Yeah, look, nothing has been decided yet, so it's tough to talk about when there is an investigation going on."
8.561611,4.9729342,2,"  I mean, obviously, all the experiences that he's had.  He's not going to get surprised by anything.  He's been in every competitive situation that this league can provide you and he's been able to find success with different Teams."
6.063363,5.3685927,4," Not yet, but maybe I will in a couple of years.  Today she had a good chance, because I wasn't playing very well.  She had a good chance to even win today.  She was trying to play very well."
6.271906,3.4022155,7,"I feel like I'd say what my mom always says about us when I ask who the favorite child is, and she was like, I don't have favorites, but I do like a certain one more at different times."
8.214009,3.034305,7,"  Karting?  I was going to race a club race next weekend but then I realized I'm testing a couple days after, so probably shouldn't risk it.  Yeah, I love the karting.  No Vegas this year, unfortunately.  They called that off."
5.0359125,6.033238,2," Yeah, I would like to reach the top.  I would like to be the best.  I try to keep improving and to keep changing things if I have to, just to get better and to be the best."
5.9960856,5.6179295,3,I think I am going to take about a month rest and let my knee heal and get ready for the tournaments in Europe.
5.467178,2.2980506,2,Ask him if he can speak as loud as when he hit the ball on the train so they can hear him back there. (Chuckles.)
6.394198,2.3105793,1," Hopefully there's somewhere I can do some sort of fix-up job, if I can get it somewhere near 55 degrees.  It's about the loft of my 5-iron at the moment."
7.9173803,6.2628694,2,"I finished tied for second, played well.  I was tied on the last day and I finished second, finished tied for second."
6.6156507,7.1665306,7," I just want it to be on the record so anybody upstairs and the writers that aren't here right now, talk a little bit about the match then being in the quarterfinals of the U.S. Open."
9.329231,5.1357527,6,"  Well, if I'm playing with Karrie, I look forward to it.  She's obviously one of the greatest players on our tour ever, so I'm going to expect some good things from her tomorrow."
4.620088,4.728078,1,"Just different adjustments. Different adjustments to make, different pitches. And to be able to focus on any pitches in the zone, those were the basic things."
5.9729776,3.2994304,4," Oh, it's probably been -- I think maybe one of the holes in Reno, Nevada, I think I did it once there, and then a par from there at the Bob Hope earlier in the year."
9.079229,6.6115894,5,"It was a good feeling, especially after last year. Overall we're just glad that the Team did well and that we were very consistent."
6.670722,3.0833006,4," Six probably.  6 over through the first ten holes, at least four or five shots.  When that stuff happens, you've just got to"
6.54015,3.2970982,5,"Maybe even a little bit before. No, we all know who's going to potentially be available, so it was dialogue, conversations started up shortly thereafter."
7.9395103,6.085606,7,"How good we're going to be, our young core of players, what we've got going. That's the best sell I can do. I think it's a good one."
